Date,Andaman and Nicobar Islands,Andhra Pradesh,Bihar,Chhattisgarh,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,J and K,Jharkhand,Karnataka,Kerala,Madhya Pradesh,Maharashtra,NorthEast,Odisha,Punjab,Rajasthan,Tamil Nadu,Telengana,Uttar Pradesh,Uttarakhand,West Bengal,India
2020-04-04,10,161,29,9,386,6,95,49,6,89,2,128,295,104,423,28,5,53,179,411,158,174,16,69,2885.0
2020-04-05,10,161,30,9,445,7,105,49,6,106,2,144,306,104,490,28,20,57,200,485,269,227,22,69,3351.0
2020-04-06,10,226,30,9,503,7,122,84,13,120,3,151,314,165,690,30,21,68,253,571,321,227,26,80,4044.0
2020-04-07,10,266,32,10,523,7,144,90,13,123,4,151,327,165,748,31,21,76,288,621,321,305,31,91,4398.0
2020-04-08,10,305,38,10,576,7,165,147,18,130,4,175,336,229,1018,32,42,91,328,690,364,326,31,99,5171.0
2020-04-09,11,348,38,10,669,7,179,147,18,172,4,181,345,229,1135,32,42,101,381,738,427,361,33,103,5711.0
2020-04-10,11,348,39,10,720,7,241,169,18,173,13,181,357,259,1364,34,44,101,463,834,442,410,35,116,6389.0
2020-04-11,11,363,60,18,903,7,308,177,28,222,14,207,364,435,1574,34,48,132,553,911,473,431,35,116,7424.0
2020-04-12,11,381,63,18,1069,7,432,177,32,222,17,214,364,532,1761,35,50,151,700,969,504,452,35,134,8330.0
2020-04-13,11,427,64,31,1154,7,516,185,32,260,19,232,376,564,1985,35,54,151,804,1043,504,483,35,152,9124.0
2020-04-14,11,473,66,31,1510,7,617,199,32,285,24,258,379,730,2337,28,55,176,879,1173,624,657,35,190,10776.0
2020-04-15,11,483,66,33,1561,7,650,199,33,295,27,260,387,730,2687,39,60,176,969,1204,624,660,37,213,11411.0
2020-04-16,11,525,70,33,1578,7,766,205,35,317,28,279,388,987,2916,46,60,186,1023,1242,647,735,37,231,12352.0
2020-04-17,11,572,83,36,1640,7,1021,205,35,332,29,353,395,1308,3205,50,60,186,1131,1267,743,846,37,255,13807.0
2020-04-18,12,572,83,36,1707,7,1099,225,36,346,33,359,396,1310,3323,50,60,202,1229,1323,766,849,40,287,14350.0
2020-04-19,14,603,86,36,1893,7,1376,225,39,359,34,384,400,1407,3651,52,61,202,1351,1372,809,969,42,310,15682.0
2020-04-20,15,646,93,36,2003,7,1743,233,39,368,42,390,402,1407,4203,52,68,219,1478,1477,844,1084,44,339,17232.0
2020-04-21,16,722,113,36,2081,7,1939,254,39,386,46,408,408,1485,4666,52,74,245,1576,1520,873,1184,46,392,18568.0
