Date,Kerala,Delhi,Telengana,Haryana,Rajasthan,Uttar Pradesh,Tamil Nadu,Union Territory of Ladakh,Karnataka,Maharashtra,Punjab,Union Territory of Jammu and Kashmir,Andhra Pradesh,Uttarakhand,Odisha,Puducherry,West Bengal,Chhattisgarh,Union Territory of Chandigarh,Gujarat,Chandigarh,Himachal Pradesh,Jammu and Kashmir,Ladakh,Madhya Pradesh,Bihar,Manipur,Mizoram,Andaman and Nicobar Islands,Goa,Assam,Jharkhand,Arunachal Pradesh,Tripura,Meghalaya,Dadar Nagar Haveli,Sikkim,Nagaland
2020-02-10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,3,1,1,14,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,3,2,1,14,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,3,3,1,14,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,3,3,1,14,1,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,8,3,1,14,1,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,9,4,1,14,1,7,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,15,4,1,14,1,7,1,2,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,17,5,1,14,3,9,1,2,4,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,17,6,1,14,3,11,1,3,4,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,17,6,1,14,3,11,1,3,5,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-14,19,7,1,14,3,12,1,3,6,14,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,23,7,3,14,4,13,1,3,6,32,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,23,7,3,14,4,13,1,4,6,32,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,26,8,5,15,4,15,1,6,11,39,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-18,27,10,6,17,4,16,1,8,11,42,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-19,27,12,6,17,7,19,2,8,14,47,2,4,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,28,17,16,17,7,19,3,10,15,47,2,4,2,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-21,40,26,21,17,17,24,3,0,15,63,13,0,3,3,2,1,3,1,0,7,1,2,4,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-22,52,29,22,21,24,27,7,0,26,67,21,0,5,3,2,1,4,1,0,18,5,2,4,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-23,67,29,32,26,28,31,9,0,33,74,21,0,7,3,2,1,7,1,0,29,6,2,4,13,6,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-24,95,30,35,28,32,33,15,0,37,89,29,0,8,4,2,1,9,1,0,33,7,3,4,13,7,3,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,109,31,35,28,36,37,18,0,41,128,29,0,9,4,2,1,9,1,0,38,7,3,7,13,14,4,1,1,0,0,0,0,0,0,0,0,0,0
2020-03-26,118,36,44,30,41,41,26,0,55,124,33,0,11,5,2,1,10,6,0,43,7,3,13,13,20,6,1,1,1,3,0,0,0,0,0,0,0,0
2020-03-27,137,36,45,30,41,41,29,0,55,130,33,0,12,5,2,1,10,6,0,43,7,3,13,13,20,6,1,1,1,3,0,0,0,0,0,0,0,0
2020-03-28,176,39,56,33,54,55,40,0,55,180,38,0,14,5,3,1,15,6,0,45,8,3,20,13,30,9,1,1,6,3,0,0,0,0,0,0,0,0
2020-03-29,182,39,66,33,54,55,42,0,76,186,38,0,14,6,3,1,18,6,0,53,8,3,31,13,30,9,1,1,9,3,0,0,0,0,0,0,0,0
2020-03-30,194,53,69,33,57,75,50,0,80,193,38,0,19,7,3,1,19,7,0,58,8,3,31,13,33,11,1,1,9,5,0,0,0,0,0,0,0,0
2020-03-31,234,97,79,40,74,101,74,0,83,216,41,0,40,7,3,1,26,8,0,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0,0,0
2020-04-01,241,152,96,43,93,103,234,0,101,302,42,0,83,7,4,3,0,9,0,82,16,3,62,13,66,23,1,1,10,5,1,1,0,0,0,0,0,0
2020-04-02,265,152,96,43,108,113,234,0,110,335,46,0,86,7,4,3,0,9,0,82,16,3,62,13,99,23,1,1,10,5,1,1,0,0,0,0,0,0
2020-04-03,286,219,107,43,133,113,309,0,124,335,46,0,132,10,5,3,53,9,0,87,18,6,70,14,99,24,2,1,10,6,16,2,1,0,0,0,0,0
2020-04-04,295,386,158,49,179,174,411,0,128,423,53,0,161,16,5,5,69,9,0,95,18,6,75,14,104,29,2,1,10,6,24,2,1,0,0,0,0,0
2020-04-05,306,445,269,49,200,227,485,0,144,490,57,0,161,22,20,5,69,9,0,105,18,6,92,14,104,30,2,1,10,7,24,2,1,0,0,0,0,0
2020-04-06,314,503,321,84,253,227,571,0,151,690,68,0,226,26,21,5,80,9,0,122,18,13,106,14,165,30,2,1,10,7,26,3,1,0,0,0,0,0
2020-04-07,327,523,321,90,288,305,621,0,151,748,76,0,266,31,21,5,91,10,0,144,18,13,109,14,165,32,2,1,10,7,26,4,1,1,0,0,0,0
2020-04-08,336,576,364,147,328,326,690,0,175,1018,91,0,305,31,42,5,99,10,0,165,18,18,116,14,229,38,2,1,10,7,27,4,1,1,0,0,0,0
2020-04-09,345,669,427,147,381,361,738,0,181,1135,101,0,348,33,42,5,103,10,0,179,18,18,158,14,229,38,1,1,11,7,28,4,1,1,0,0,0,0
2020-04-10,357,720,442,169,463,410,834,0,181,1364,101,0,348,35,44,5,116,10,0,241,18,18,158,15,259,39,2,1,11,7,29,13,1,1,0,0,0,0
2020-04-11,364,903,473,177,553,431,911,0,207,1574,132,0,363,35,48,5,116,18,0,308,18,28,207,15,435,60,2,1,11,7,29,14,1,1,0,0,0,0
2020-04-12,364,1069,504,177,700,452,969,0,214,1761,151,0,381,35,50,7,134,18,0,432,19,32,207,15,532,63,2,1,11,7,29,17,1,2,0,0,0,0
2020-04-13,376,1154,504,185,804,483,1043,0,232,1985,151,0,427,35,54,7,152,31,0,516,21,32,245,15,564,64,2,1,11,7,29,19,1,2,0,0,0,0
2020-04-14,379,1510,624,199,879,657,1173,0,258,2337,176,0,473,35,55,7,190,31,0,617,21,32,270,15,730,66,2,1,11,7,21,24,1,2,1,0,0,0
2020-04-15,387,1561,624,199,969,660,1204,0,260,2687,176,0,483,37,60,7,213,33,0,650,21,33,278,17,730,66,2,1,11,7,32,27,1,2,1,0,0,0
2020-04-16,388,1578,647,205,1023,735,1242,0,279,2916,186,0,525,37,60,7,231,33,0,766,21,35,300,17,987,70,2,1,11,7,33,28,1,2,7,0,0,0
2020-04-17,395,1640,743,205,1131,846,1267,0,353,3205,186,0,572,37,60,7,255,36,0,1021,21,35,314,18,1308,83,2,1,11,7,35,29,1,2,9,0,0,0
2020-04-18,396,1707,766,225,1229,849,1323,0,359,3323,202,0,572,40,60,7,287,36,0,1099,21,36,328,18,1310,83,2,1,12,7,35,33,1,2,9,0,0,0
2020-04-19,400,1893,809,225,1351,969,1372,0,384,3651,202,0,603,42,61,7,310,36,0,1376,23,39,341,18,1407,86,2,1,14,7,35,34,1,2,11,0,0,0
2020-04-20,402,2003,844,233,1478,1084,1477,0,390,4203,219,0,646,44,68,7,339,36,0,1743,26,39,350,18,1407,93,2,1,15,7,35,42,1,2,11,0,0,0
2020-04-21,408,2081,873,254,1576,1184,1520,0,408,4666,245,0,722,46,74,7,392,36,0,1939,26,39,368,18,1485,113,2,1,16,7,35,46,1,2,11,0,0,0
2020-04-22,427,2156,928,254,1659,1294,1596,0,418,5218,245,0,757,46,79,7,423,36,0,2178,27,39,380,18,1552,126,2,1,16,7,35,45,1,2,12,0,0,0
2020-04-23,438,2248,945,262,1890,1449,1629,0,427,5652,251,0,813,46,83,7,456,36,0,2407,27,40,407,18,1592,143,2,1,18,7,35,49,1,2,12,0,0,0
2020-04-24,447,2376,960,272,1964,1510,1683,0,445,6430,277,0,895,47,90,7,514,36,0,2624,27,40,427,18,1699,153,2,1,22,7,36,53,1,2,12,0,0,0
2020-04-25,450,2514,984,272,2034,1621,1755,0,474,6817,298,0,955,48,94,7,571,36,0,2815,27,40,454,20,1852,223,2,1,27,7,36,57,1,2,12,0,0,0
2020-04-26,457,2625,991,289,2083,1843,1821,0,500,7628,298,0,1061,48,94,7,611,37,0,3071,28,40,494,20,2096,243,2,1,33,7,36,67,1,2,12,0,0,0
2020-04-27,458,2918,1002,289,2185,1868,1885,0,503,8068,313,0,1097,50,103,7,649,37,0,3301,30,40,523,20,2096,274,2,1,33,7,36,82,1,2,12,0,0,0
2020-04-28,481,3108,1004,296,2262,1955,1937,0,512,8590,313,0,1183,51,118,8,697,37,0,3548,40,40,546,20,2168,345,2,1,33,7,36,82,1,2,12,0,0,0
2020-04-29,485,3314,1004,310,2364,2053,2058,0,523,9318,322,0,1259,54,118,8,725,38,0,3744,56,40,565,22,2387,366,2,1,33,7,38,103,1,2,12,0,0,0
2020-04-30,495,3439,1012,310,2438,2134,2162,0,535,9915,357,0,1332,55,125,8,758,38,0,4082,56,40,581,22,2561,392,2,1,33,7,38,107,1,2,12,0,0,0
2020-05-01,497,3515,1038,313,2584,2203,2323,0,565,10498,357,0,1403,57,142,8,795,40,0,4395,56,40,614,22,2660,418,2,1,33,7,42,109,1,2,12,0,0,0
2020-05-02,497,3738,1039,360,2666,2328,2526,0,589,11506,480,0,1463,58,149,8,795,43,0,4721,88,40,639,22,2719,471,2,1,33,7,43,111,1,2,12,0,0,0
2020-05-03,499,4122,1063,360,2770,2487,2757,0,601,12296,772,0,1525,59,157,8,922,43,0,5054,88,40,666,22,2846,481,2,1,33,7,43,115,1,4,12,0,0,0
2020-05-04,500,4549,1082,442,2886,2645,3023,0,614,12974,1102,0,1583,60,162,8,963,57,0,5428,94,40,701,41,2846,503,2,1,33,7,43,115,1,16,12,0,0,0
2020-05-05,500,4898,1085,517,3061,2766,3550,0,651,14541,1233,0,1650,60,169,8,1259,58,0,5804,102,41,726,41,2942,528,2,1,33,7,43,115,1,29,12,0,0,0
2020-05-06,502,5104,1096,548,3158,2880,4058,0,671,15525,1451,0,1717,61,175,9,1344,59,0,6245,111,42,741,41,3049,536,2,1,33,7,43,125,1,43,12,1,0,0
2020-05-07,503,5532,1107,594,3317,2998,4829,0,693,16758,1516,0,1777,61,185,9,1456,59,0,6625,120,45,775,41,3138,542,2,1,33,7,45,127,1,43,12,1,0,0
2020-05-08,503,5980,1123,625,3427,3071,5409,0,705,17974,1644,0,1847,61,219,9,1548,59,0,7012,135,46,793,42,3252,550,2,1,33,7,54,132,1,65,12,1,0,0
2020-05-09,503,6318,1133,647,3579,3214,6009,0,753,19063,1731,0,1887,63,271,9,1678,59,0,7402,150,50,823,42,3341,571,2,1,33,7,59,132,1,118,12,1,0,0
2020-05-10,505,6542,1163,675,3708,3373,6535,0,794,20228,1762,0,1930,67,294,9,1786,59,0,7796,169,50,836,42,3614,591,2,1,33,7,63,156,1,134,13,1,0,0
2020-05-11,512,6923,1196,703,3814,3467,7204,0,848,22171,1823,0,1980,68,377,9,1939,59,0,8194,169,55,861,42,3614,696,2,1,33,7,63,157,1,150,13,1,0,0
2020-05-12,519,7233,1275,730,3988,3573,8002,0,862,23401,1877,0,2018,68,414,12,2063,59,0,8541,174,59,879,42,3785,747,2,1,33,7,65,160,1,152,13,1,0,0
2020-05-13,524,7639,1326,780,4126,3664,8718,0,925,24427,1914,0,2090,69,437,13,2173,59,0,8903,187,65,934,42,3986,831,2,1,33,7,65,172,1,154,13,1,0,0
2020-05-14,534,7998,1367,793,4328,3729,9227,0,959,25922,1924,0,2137,72,538,13,2290,59,0,9267,187,66,971,43,4173,940,2,1,33,7,80,173,1,155,13,1,0,0
2020-05-15,560,8470,1414,818,4534,3902,9674,0,987,27524,1935,0,2205,78,611,13,2377,60,0,9591,191,74,983,43,4426,994,3,1,33,14,87,197,1,156,13,1,0,0
2020-05-16,576,8895,1454,818,4727,4057,10108,0,1056,29100,1935,0,2307,82,672,13,2461,66,0,9931,191,76,1013,43,4595,1018,3,1,33,15,90,203,1,156,13,1,0,0
2020-05-17,587,9333,1509,887,4960,4258,10585,0,1092,30706,1946,0,2355,88,737,13,2576,67,0,10988,191,78,1121,43,4789,1179,7,1,33,17,92,217,1,167,13,1,0,0
2020-05-18,601,10054,1551,910,5202,4259,11224,0,1147,33053,1964,0,2407,92,828,13,2677,86,0,11379,191,80,1183,43,4977,1262,7,1,33,29,101,223,1,167,13,1,0,0
2020-05-19,630,10054,1597,928,5507,4605,11760,0,1246,35058,1980,0,2474,93,876,18,2825,93,0,11745,196,90,1289,43,5236,1391,7,1,33,38,107,223,1,167,13,1,0,0
2020-05-20,642,10554,1634,964,5845,4926,12448,0,1397,37136,2002,0,2532,111,978,18,2961,101,0,12140,200,92,1317,43,5465,1498,9,1,33,46,142,231,1,173,13,1,0,0
2020-05-21,666,11088,1661,993,6015,5175,13191,0,1462,39297,2005,0,2602,122,1052,18,3103,115,0,12537,202,110,1390,44,5735,1674,25,1,33,50,170,231,1,173,14,1,0,0
2020-05-22,690,11659,1699,1031,6227,5515,13967,0,1605,41642,2028,0,2647,146,1103,20,3197,128,0,12905,217,152,1449,44,5981,1982,25,1,33,52,203,290,1,173,14,1,0,0
2020-05-23,732,12319,1761,1067,6494,5735,14753,0,1743,44582,2029,0,2709,153,1189,26,3332,172,0,13268,218,168,1489,44,6170,2177,26,1,33,54,259,308,1,175,14,1,0,0
2020-05-24,795,12910,1813,1131,6742,6017,15512,0,1959,47190,2045,0,2757,244,1269,26,3459,214,0,13664,225,185,1569,49,6371,2380,29,1,33,55,329,350,1,189,14,2,1,0
2020-05-25,847,13418,1854,1184,7028,6268,16277,0,2089,50231,2060,0,2823,317,1336,41,3667,252,0,14056,238,203,1621,52,6665,2587,32,1,33,66,378,370,1,191,14,2,1,0
2020-05-26,896,14053,1920,1184,7300,6532,17082,0,2182,52667,2060,0,3110,349,1438,41,3816,291,0,14460,238,223,1668,52,6859,2730,39,1,33,67,526,377,2,194,14,2,1,3
2020-05-27,963,14465,1991,1305,7536,6548,17728,0,2283,54758,2106,0,3171,401,1517,46,4009,361,0,14821,266,247,1759,53,7024,2983,39,1,33,67,616,426,2,207,15,2,1,4
2020-05-28,1004,15257,2098,1381,7703,6991,18545,0,2418,56948,2139,0,3171,469,1593,46,4192,369,0,15195,279,273,1921,53,7261,3061,44,1,33,68,781,448,2,230,20,2,1,4
2020-05-29,1088,16281,2256,1504,8067,7170,19372,0,2533,59546,2158,0,3251,500,1660,51,4536,399,0,15562,288,276,2036,73,7453,3296,55,1,33,69,856,469,3,242,21,2,1,18
2020-05-30,1150,17386,2425,1721,8365,7284,20246,0,2781,62228,2197,0,3436,716,1723,51,4813,415,0,15934,289,295,2164,74,7645,3376,59,1,33,69,1024,511,3,251,27,2,1,25
2020-05-31,1208,18549,2499,1923,8617,7445,21184,0,2922,65168,2233,0,3569,749,1819,51,5130,447,0,16343,289,313,2341,74,7891,3636,62,1,33,70,1185,563,4,268,27,2,1,36
2020-06-01,1269,19844,2698,2091,8831,7823,22333,0,3221,67655,2263,0,3679,907,1948,70,5501,498,0,16779,293,331,2446,74,8089,3815,71,1,33,70,1272,610,4,313,27,2,1,43
2020-06-02,1326,20834,2792,2356,8980,8075,23495,0,3408,70013,2301,0,3783,958,2104,74,5772,547,0,17200,294,340,2601,77,8283,3926,83,1,33,71,1390,659,22,420,27,3,1,43
2020-06-03,1412,22132,2891,2652,9373,8361,24586,0,3796,72300,2342,0,3898,1043,2245,82,6168,564,0,17617,301,345,2718,81,8420,4155,89,13,33,79,1513,712,22,468,27,4,1,49
2020-06-04,1494,23645,3020,2954,9652,8729,25872,0,4063,74860,2376,0,4080,1085,2388,82,6508,668,0,18100,301,359,2857,90,8588,4390,118,14,33,79,1672,752,38,468,33,8,2,58
2020-06-05,1588,25004,3147,3281,9862,9237,27256,0,4320,77793,2415,0,4223,1153,2478,82,6876,756,0,18584,301,383,3142,90,8762,4493,124,17,33,166,1988,793,42,644,33,12,2,80
